source,target
Q6R311,"fruit ripening, climacteric"
Q6R311,response to organic substance
Q6R311,fruit development
Q6R311,developmental maturation
Q6R311,reproductive process
Q6R311,multicellular organismal process
Q6R311,developmental process
Q6R311,response to chemical
Q6R311,reproductive structure development
Q6R311,system development
Q6R311,anatomical structure development
Q6R311,response to stimulus
Q6R311,reproductive system development
Q6R311,anatomical structure maturation
A4NBN9,molecular_function
A4NBN9,binding
A4NBN9,protein binding
P84816,reproduction
P84816,cellular_component
P84816,extracellular region
P84816,behavior
P84816,mating behavior
P84816,courtship behavior
P84816,male courtship behavior
P84816,biological_process
P84816,reproductive behavior
P84816,reproductive process
P84816,multicellular organismal process
P84816,multicellular organism reproduction
P84816,male mating behavior
P84816,cellular anatomical entity
Q168G2,molecular_function
Q168G2,binding
Q168G2,protein binding
P83403,immune system process
P83403,cellular_component
P83403,extracellular region
P83403,response to stress
P83403,defense response
P83403,immune response
P83403,humoral immune response
P83403,biological_process
P83403,response to external stimulus
P83403,response to biotic stimulus
P83403,response to bacterium
P83403,antimicrobial humoral response
P83403,antibacterial humoral response
P83403,defense response to bacterium
P83403,response to external biotic stimulus
P83403,biological process involved in interspecies interaction between organisms
P83403,defense response to Gram-negative bacterium
P83403,defense response to Gram-positive bacterium
P83403,response to stimulus
P83403,response to other organism
P83403,defense response to other organism
P83403,cellular anatomical entity
B2XBQ5,molecular_function
B2XBQ5,catalytic activity
B2XBQ5,UDP-glycosyltransferase activity
B2XBQ5,transferase activity
B2XBQ5,glycosyltransferase activity
P84814,opioid peptide activity
P84814,molecular_function
P84814,signaling receptor binding
P84814,binding
P84814,protein binding
P84814,biological_process
P84814,signaling receptor regulator activity
P84814,signaling receptor activator activity
P84814,regulation of nervous system process
P84814,regulation of system process
P84814,receptor ligand activity
P84814,regulation of biological process
P84814,regulation of multicellular organismal process
P84814,regulation of sensory perception of pain
P84814,regulation of sensory perception
P84814,biological regulation
P84814,molecular function regulator activity
P84814,molecular function activator activity
W5QJZ5,molecular_function
W5QJZ5,catalytic activity
W5QJZ5,cellular aromatic compound metabolic process
W5QJZ5,biological_process
W5QJZ5,metabolic process
W5QJZ5,biosynthetic process
W5QJZ5,response to radiation
W5QJZ5,response to UV
W5QJZ5,response to light stimulus
W5QJZ5,response to abiotic stimulus
W5QJZ5,phenylpropanoid metabolic process
W5QJZ5,phenylpropanoid biosynthetic process
W5QJZ5,coumarin metabolic process
W5QJZ5,coumarin biosynthetic process
W5QJZ5,cellular process
W5QJZ5,response to UV-B
W5QJZ5,oxidoreductase activity
W5QJZ5,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
W5QJZ5,2-oxoglutarate-dependent dioxygenase activity
W5QJZ5,heterocycle biosynthetic process
W5QJZ5,aromatic compound biosynthetic process
W5QJZ5,secondary metabolic process
W5QJZ5,cellular metabolic process
W5QJZ5,cellular biosynthetic process
W5QJZ5,secondary metabolite biosynthetic process
W5QJZ5,heterocycle metabolic process
W5QJZ5,response to stimulus
W5QJZ5,dioxygenase activity
W5QJZ5,organic substance metabolic process
W5QJZ5,organic cyclic compound metabolic process
W5QJZ5,organic cyclic compound biosynthetic process
W5QJZ5,organic substance biosynthetic process
M1J8U6,molecular_function
M1J8U6,binding
M1J8U6,protein binding
M1J8U6,cellular_component
M1J8U6,intracellular anatomical structure
M1J8U6,nucleus
M1J8U6,cytoplasm
M1J8U6,response to stress
M1J8U6,defense response
M1J8U6,biological_process
M1J8U6,response to external stimulus
M1J8U6,response to biotic stimulus
M1J8U6,response to virus
M1J8U6,response to external biotic stimulus
M1J8U6,organelle
M1J8U6,membrane-bounded organelle
M1J8U6,intracellular organelle
M1J8U6,intracellular membrane-bounded organelle
M1J8U6,biological process involved in interspecies interaction between organisms
M1J8U6,response to stimulus
M1J8U6,defense response to virus
M1J8U6,response to other organism
M1J8U6,defense response to other organism
M1J8U6,cellular anatomical entity
M1J8U6,defense response to symbiont
F8QQ74,molecular_function
F8QQ74,catalytic activity
F8QQ74,hydrolase activity
F8QQ74,"hydrolase activity, acting on ester bonds"
F8QQ74,lactonohydrolase activity
F8QQ74,carboxylic ester hydrolase activity
P83335,response to stress
P83335,defense response
P83335,biological_process
P83335,response to stimulus
Q5IZC5,photoreceptor outer segment
Q5IZC5,cellular_component
Q5IZC5,intracellular anatomical structure
Q5IZC5,cytoplasm
Q5IZC5,cytosol
Q5IZC5,plasma membrane
Q5IZC5,cilium
Q5IZC5,membrane
Q5IZC5,organelle membrane
Q5IZC5,cell projection membrane
Q5IZC5,photoreceptor outer segment membrane
Q5IZC5,cell projection
Q5IZC5,neuron projection
Q5IZC5,organelle
Q5IZC5,membrane-bounded organelle
Q5IZC5,ciliary membrane
Q5IZC5,cell periphery
Q5IZC5,photoreceptor disc membrane
Q5IZC5,non-motile cilium
Q5IZC5,9+0 non-motile cilium
Q5IZC5,photoreceptor cell cilium
Q5IZC5,bounding membrane of organelle
Q5IZC5,plasma membrane region
Q5IZC5,cellular anatomical entity
Q5IZC5,plasma membrane bounded cell projection
Q9EY88,molecular_function
Q9EY88,catalytic activity
Q9EY88,cellular aldehyde metabolic process
Q9EY88,organic acid metabolic process
Q9EY88,cellular aromatic compound metabolic process
Q9EY88,biological_process
Q9EY88,metabolic process
Q9EY88,biosynthetic process
Q9EY88,cellular process
Q9EY88,CoA-ligase activity
Q9EY88,ligase activity
Q9EY88,"ligase activity, forming carbon-sulfur bonds"
Q9EY88,ether metabolic process
Q9EY88,phenol-containing compound metabolic process
Q9EY88,vanillin metabolic process
Q9EY88,aromatic compound biosynthetic process
Q9EY88,carboxylic acid metabolic process
Q9EY88,monocarboxylic acid metabolic process
Q9EY88,ferulate metabolic process
Q9EY88,vanillin biosynthetic process
Q9EY88,benzene-containing compound metabolic process
Q9EY88,oxoacid metabolic process
Q9EY88,cellular metabolic process
Q9EY88,cellular biosynthetic process
Q9EY88,small molecule metabolic process
Q9EY88,aldehyde biosynthetic process
Q9EY88,phenol-containing compound biosynthetic process
Q9EY88,trans-feruloyl-CoA synthase activity
Q9EY88,organic substance metabolic process
Q9EY88,olefinic compound metabolic process
Q9EY88,organic cyclic compound metabolic process
Q9EY88,organic cyclic compound biosynthetic process
Q9EY88,ether biosynthetic process
Q9EY88,organic substance biosynthetic process
Q9EY88,organic hydroxy compound metabolic process
Q9EY88,organic hydroxy compound biosynthetic process
M1VMF7,nucleotide binding
M1VMF7,molecular_function
M1VMF7,catalytic activity
M1VMF7,binding
M1VMF7,carbohydrate metabolic process
M1VMF7,monosaccharide metabolic process
M1VMF7,fructose metabolic process
M1VMF7,biological_process
M1VMF7,metabolic process
M1VMF7,oxidoreductase activity
M1VMF7,"oxidoreductase activity, acting on CH-OH group of donors"
M1VMF7,hexose metabolic process
M1VMF7,small molecule binding
M1VMF7,ion binding
M1VMF7,anion binding
M1VMF7,primary metabolic process
M1VMF7,small molecule metabolic process
M1VMF7,fructose 5-dehydrogenase activity
M1VMF7,flavin adenine dinucleotide binding
M1VMF7,organic substance metabolic process
M1VMF7,organic cyclic compound binding
M1VMF7,nucleoside phosphate binding
M1VMF7,heterocyclic compound binding
A5FF23,molecular_function
A5FF23,catalytic activity
A5FF23,oxidoreductase activity
A5FF23,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
A5FF23,2-oxoglutarate-dependent dioxygenase activity
A5FF23,dioxygenase activity
G3CHK5,biological_process
G3CHK5,regulation of response to stimulus
G3CHK5,regulation of biological process
G3CHK5,biological regulation
G3CHK5,"regulation of photoperiodism, flowering"
G3CHK5,regulation of reproductive process
O42721,molecular_function
O42721,structural molecule activity
O42721,structural constituent of cell wall
O42721,binding
O42721,fatty acid binding
O42721,cellular_component
O42721,cell wall
O42721,biological_process
O42721,lipid binding
O42721,fungal-type cell wall
O42721,cellular process
O42721,cellular component organization
O42721,external encapsulating structure
O42721,yeast-form cell wall
O42721,hyphal cell wall
O42721,carboxylic acid binding
O42721,fungal-type cell wall organization
O42721,monocarboxylic acid binding
O42721,small molecule binding
O42721,ion binding
O42721,anion binding
O42721,organic acid binding
O42721,external encapsulating structure organization
O42721,cell wall organization or biogenesis
O42721,cell wall organization
O42721,cellular component organization or biogenesis
O42721,fungal-type cell wall organization or biogenesis
O42721,cell periphery
O42721,cellular anatomical entity
P83404,cellular_component
P83404,extracellular region
P83404,response to stress
P83404,defense response
P83404,biological_process
P83404,response to external stimulus
P83404,response to biotic stimulus
P83404,response to bacterium
P83404,response to fungus
P83404,defense response to bacterium
P83404,response to external biotic stimulus
P83404,biological process involved in interspecies interaction between organisms
P83404,defense response to Gram-positive bacterium
P83404,defense response to fungus
P83404,response to stimulus
P83404,response to other organism
P83404,defense response to other organism
P83404,cellular anatomical entity
B8Q027,molecular_function
B8Q027,catalytic activity
B8Q027,phosphopyruvate hydratase activity
B8Q027,lyase activity
B8Q027,carbon-oxygen lyase activity
B8Q027,hydro-lyase activity
Q04616,molecular_function
Q04616,catalytic activity
Q04616,lipid metabolic process
Q04616,biological_process
Q04616,metabolic process
Q04616,steroid metabolic process
Q04616,steroid dehydrogenase activity
Q04616,oxidoreductase activity
Q04616,"oxidoreductase activity, acting on the CH-CH group of donors"
Q04616,"steroid dehydrogenase activity, acting on the CH-CH group of donors"
Q04616,primary metabolic process
Q04616,3-oxosteroid 1-dehydrogenase activity
Q04616,organic substance metabolic process
Q04616,organic cyclic compound metabolic process
Q79F77,xenobiotic metabolic process
Q79F77,biological_process
Q79F77,metabolic process
Q79F77,catabolic process
Q79F77,response to xenobiotic stimulus
Q79F77,cellular process
Q79F77,nylon catabolic process
Q79F77,xenobiotic catabolic process
Q79F77,nylon metabolic process
Q79F77,response to chemical
Q79F77,cellular metabolic process
Q79F77,cellular catabolic process
Q79F77,response to stimulus
Q79F77,cellular response to stimulus
Q79F77,cellular response to chemical stimulus
Q79F77,cellular response to xenobiotic stimulus
Q08JW9,cytolysis by symbiont of host cells
Q08JW9,killing by symbiont of host cells
Q08JW9,biological_process
Q08JW9,viral process
Q08JW9,viral life cycle
Q08JW9,viral release from host cell
Q08JW9,modulation of process of another organism
Q08JW9,exit from host cell
Q08JW9,movement in host
Q08JW9,modulation by symbiont of host process
Q08JW9,biological process involved in symbiotic interaction
Q08JW9,biological process involved in interspecies interaction between organisms
Q08JW9,viral release from host cell by cytolysis
Q08JW9,disruption of membrane integrity in another organism
Q08JW9,biological process involved in interaction with host
Q08JW9,modification by symbiont of host cell membrane
Q08JW9,modification by symbiont of host cellular component
Q08JW9,modification by symbiont of host structure
Q08JW9,disruption of cellular component of another organism
A5E2T5,molecular_function
A5E2T5,catalytic activity
A5E2T5,farnesyltranstransferase activity
A5E2T5,prenyltransferase activity
A5E2T5,lipid metabolic process
A5E2T5,phospholipid metabolic process
A5E2T5,isoprenoid metabolic process
A5E2T5,terpenoid metabolic process
A5E2T5,phosphorus metabolic process
A5E2T5,phosphate-containing compound metabolic process
A5E2T5,biological_process
A5E2T5,metabolic process
A5E2T5,isoprenoid biosynthetic process
A5E2T5,lipid biosynthetic process
A5E2T5,phospholipid biosynthetic process
A5E2T5,biosynthetic process
A5E2T5,cellular process
A5E2T5,terpenoid biosynthetic process
A5E2T5,transferase activity
A5E2T5,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
A5E2T5,organophosphate metabolic process
A5E2T5,geranylgeranyl diphosphate metabolic process
A5E2T5,geranylgeranyl diphosphate biosynthetic process
A5E2T5,cellular metabolic process
A5E2T5,primary metabolic process
A5E2T5,cellular biosynthetic process
A5E2T5,cellular lipid metabolic process
A5E2T5,organic substance metabolic process
A5E2T5,organophosphate biosynthetic process
A5E2T5,organic substance biosynthetic process
P85259,cellular_component
P85259,extracellular region
P85259,response to stress
P85259,defense response
P85259,biological_process
P85259,response to external stimulus
P85259,response to biotic stimulus
P85259,response to bacterium
P85259,defense response to bacterium
P85259,response to external biotic stimulus
P85259,biological process involved in symbiotic interaction
P85259,biological process involved in interspecies interaction between organisms
P85259,defense response to Gram-negative bacterium
P85259,response to stimulus
P85259,biological process involved in interaction with symbiont
P85259,response to other organism
P85259,cytolysis by host of symbiont cells
P85259,killing by host of symbiont cells
P85259,defense response to other organism
P85259,cellular anatomical entity
Q80901,molecular_function
Q80901,binding
Q80901,protein binding
A4VFY4,molecular_function
A4VFY4,catalytic activity
A4VFY4,binding
A4VFY4,iron ion binding
A4VFY4,oxidoreductase activity
A4VFY4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
A4VFY4,2-oxoglutarate-dependent dioxygenase activity
A4VFY4,ion binding
A4VFY4,cation binding
A4VFY4,metal ion binding
A4VFY4,transition metal ion binding
A4VFY4,dioxygenase activity
A3E7Z6,molecular_function
A3E7Z6,catalytic activity
A3E7Z6,binding
A3E7Z6,carbohydrate metabolic process
A3E7Z6,biological_process
A3E7Z6,metabolic process
A3E7Z6,isomerase activity
A3E7Z6,intramolecular oxidoreductase activity
A3E7Z6,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
A3E7Z6,manganese ion binding
A3E7Z6,ion binding
A3E7Z6,cation binding
A3E7Z6,primary metabolic process
A3E7Z6,metal ion binding
A3E7Z6,transition metal ion binding
A3E7Z6,D-lyxose ketol-isomerase activity
A3E7Z6,organic substance metabolic process
H9XFG5,cellular_component
H9XFG5,host cellular component
H9XFG5,host cell cytoplasm
H9XFG5,host cell part
H9XFG5,host intracellular part
H9XFG5,host intracellular organelle
H9XFG5,host intracellular membrane-bounded organelle
H9XFG5,host cell cytoplasm part
H9XFG5,host intracellular region
H9XFG5,host cell
H9XFG5,host cell endoplasmic reticulum
H9XFG5,cellular anatomical entity
A0A2D0TCG7,biological_process
A0A2D0TCG7,response to external stimulus
A0A2D0TCG7,response to biotic stimulus
A0A2D0TCG7,viral process
A0A2D0TCG7,modulation by virus of host process
A0A2D0TCG7,mitigation of host antiviral defense response
A0A2D0TCG7,modulation by virus of host cellular process
A0A2D0TCG7,mitigation of host defenses by symbiont
A0A2D0TCG7,modulation of process of another organism
A0A2D0TCG7,response to external biotic stimulus
A0A2D0TCG7,modulation by symbiont of host process
A0A2D0TCG7,modulation by symbiont of host cellular process
A0A2D0TCG7,biological process involved in symbiotic interaction
A0A2D0TCG7,biological process involved in interspecies interaction between organisms
A0A2D0TCG7,response to stimulus
A0A2D0TCG7,biological process involved in interaction with host
A0A2D0TCG7,response to other organism
A0A2D0TCG7,response to defenses of other organism
A0A2D0TCG7,response to host defenses
A0A2D0TCG7,response to host
A0A2D0TCG7,inhibition of host CRISPR-cas system by virus
G3Y4N5,molecular_function
G3Y4N5,transporter activity
G3Y4N5,organic acid transmembrane transporter activity
G3Y4N5,cellular_component
G3Y4N5,plasma membrane
G3Y4N5,transport
G3Y4N5,tricarboxylic acid transport
G3Y4N5,biological_process
G3Y4N5,organic anion transmembrane transporter activity
G3Y4N5,cellular process
G3Y4N5,citrate transmembrane transporter activity
G3Y4N5,tricarboxylic acid transmembrane transporter activity
G3Y4N5,organic anion transport
G3Y4N5,citrate transport
G3Y4N5,organic acid transport
G3Y4N5,membrane
G3Y4N5,transmembrane transporter activity
G3Y4N5,carboxylic acid transport
G3Y4N5,carboxylic acid transmembrane transporter activity
G3Y4N5,localization
G3Y4N5,establishment of localization
G3Y4N5,transmembrane transport
G3Y4N5,organic substance transport
G3Y4N5,nitrogen compound transport
G3Y4N5,cell periphery
G3Y4N5,cellular anatomical entity
G3Y4N5,export across plasma membrane
G3Y4N5,export from cell
G3Y4N5,salt transmembrane transporter activity
P0C8W3,molecular_function
P0C8W3,enzyme inhibitor activity
P0C8W3,endopeptidase inhibitor activity
P0C8W3,serine-type endopeptidase inhibitor activity
P0C8W3,enzyme regulator activity
P0C8W3,peptidase inhibitor activity
P0C8W3,peptidase regulator activity
P0C8W3,endopeptidase regulator activity
P0C8W3,molecular function regulator activity
P0C8W3,molecular function inhibitor activity
Q9EYU2,organic acid metabolic process
Q9EYU2,vitamin metabolic process
Q9EYU2,water-soluble vitamin metabolic process
Q9EYU2,biotin metabolic process
Q9EYU2,sulfur compound metabolic process
Q9EYU2,nitrogen compound metabolic process
Q9EYU2,biological_process
Q9EYU2,metabolic process
Q9EYU2,biosynthetic process
Q9EYU2,biotin biosynthetic process
Q9EYU2,vitamin biosynthetic process
Q9EYU2,cellular process
Q9EYU2,organic acid biosynthetic process
Q9EYU2,heterocycle biosynthetic process
Q9EYU2,carboxylic acid metabolic process
Q9EYU2,monocarboxylic acid metabolic process
Q9EYU2,cellular nitrogen compound metabolic process
Q9EYU2,water-soluble vitamin biosynthetic process
Q9EYU2,oxoacid metabolic process
Q9EYU2,amide metabolic process
Q9EYU2,amide biosynthetic process
Q9EYU2,cellular metabolic process
Q9EYU2,cellular biosynthetic process
Q9EYU2,cellular nitrogen compound biosynthetic process
Q9EYU2,sulfur compound biosynthetic process
Q9EYU2,small molecule metabolic process
Q9EYU2,small molecule biosynthetic process
Q9EYU2,carboxylic acid biosynthetic process
Q9EYU2,heterocycle metabolic process
Q9EYU2,organic substance metabolic process
Q9EYU2,monocarboxylic acid biosynthetic process
Q9EYU2,organic cyclic compound metabolic process
Q9EYU2,organic cyclic compound biosynthetic process
Q9EYU2,organonitrogen compound metabolic process
Q9EYU2,organonitrogen compound biosynthetic process
Q9EYU2,organic substance biosynthetic process
G1AQA5,reproduction
G1AQA5,developmental process involved in reproduction
G1AQA5,multicellular organism development
G1AQA5,biological_process
G1AQA5,anatomical structure morphogenesis
G1AQA5,post-embryonic development
G1AQA5,flower development
G1AQA5,shoot system morphogenesis
G1AQA5,reproductive process
G1AQA5,regulation of anatomical structure morphogenesis
G1AQA5,multicellular organismal process
G1AQA5,developmental process
G1AQA5,shoot system development
G1AQA5,floral organ development
G1AQA5,flower morphogenesis
G1AQA5,floral organ morphogenesis
G1AQA5,floral organ structural organization
G1AQA5,flower structural organization
G1AQA5,anatomical structure arrangement
G1AQA5,reproductive structure development
G1AQA5,system development
G1AQA5,anatomical structure development
G1AQA5,regulation of biological process
G1AQA5,regulation of developmental process
G1AQA5,regulation of multicellular organismal process
G1AQA5,regulation of morphogenesis of a branching structure
G1AQA5,reproductive system development
G1AQA5,biological regulation
G1AQA5,reproductive shoot system development
G1AQA5,post-embryonic plant organ development
G1AQA5,post-embryonic plant organ morphogenesis
G1AQA5,post-embryonic plant morphogenesis
G1AQA5,plant organ development
G1AQA5,plant organ morphogenesis
G1AQA5,regulation of plant organ formation
G1AQA5,regulation of secondary shoot formation
Q9GNQ1,system process
Q9GNQ1,cellular_component
Q9GNQ1,intracellular anatomical structure
Q9GNQ1,cytoplasm
Q9GNQ1,behavior
Q9GNQ1,learning or memory
Q9GNQ1,memory
Q9GNQ1,long-term memory
Q9GNQ1,biological_process
Q9GNQ1,multicellular organismal process
Q9GNQ1,nervous system process
Q9GNQ1,cognition
Q9GNQ1,cellular anatomical entity
P0DOF5,molecular_function
P0DOF5,binding
P0DOF5,protein binding
P0DOF5,identical protein binding
Q1K9H5,molecular_function
Q1K9H5,binding
Q1K9H5,protein binding
P11140,molecular_function
P11140,catalytic activity
P11140,binding
P11140,galactose binding
P11140,regulation of translation
P11140,biological_process
P11140,regulation of biosynthetic process
P11140,negative regulation of biosynthetic process
P11140,negative regulation of metabolic process
P11140,regulation of gene expression
P11140,regulation of macromolecule biosynthetic process
P11140,negative regulation of macromolecule biosynthetic process
P11140,negative regulation of macromolecule metabolic process
P11140,post-transcriptional regulation of gene expression
P11140,negative regulation of gene expression
P11140,hydrolase activity
P11140,"hydrolase activity, acting on glycosyl bonds"
P11140,"hydrolase activity, hydrolyzing N-glycosyl compounds"
P11140,negative regulation of translation
P11140,regulation of metabolic process
P11140,regulation of endocytosis
P11140,carbohydrate binding
P11140,RNA glycosylase activity
P11140,rRNA N-glycosylase activity
P11140,regulation of cellular metabolic process
P11140,negative regulation of cellular metabolic process
P11140,regulation of cellular biosynthetic process
P11140,negative regulation of cellular biosynthetic process
P11140,regulation of localization
P11140,regulation of amide metabolic process
P11140,negative regulation of amide metabolic process
P11140,small molecule binding
P11140,positive regulation of endocytosis
P11140,monosaccharide binding
P11140,positive regulation of biological process
P11140,negative regulation of biological process
P11140,positive regulation of cellular process
P11140,negative regulation of cellular process
P11140,regulation of biological process
P11140,regulation of cellular process
P11140,regulation of transport
P11140,positive regulation of transport
P11140,regulation of cellular component organization
P11140,positive regulation of cellular component organization
P11140,regulation of nitrogen compound metabolic process
P11140,negative regulation of nitrogen compound metabolic process
P11140,regulation of protein metabolic process
P11140,negative regulation of protein metabolic process
P11140,regulation of macromolecule metabolic process
P11140,regulation of vesicle-mediated transport
P11140,biological regulation
P11140,regulation of primary metabolic process
P11140,"catalytic activity, acting on RNA"
P11140,"catalytic activity, acting on a rRNA"
P11140,"catalytic activity, acting on a nucleic acid"
P11140,regulation of cellular macromolecule biosynthetic process
P11140,negative regulation of cellular macromolecule biosynthetic process
O34162,molecular_function
O34162,catalytic activity
O34162,cellular aromatic compound metabolic process
O34162,porphyrin-containing compound metabolic process
O34162,porphyrin-containing compound biosynthetic process
O34162,protoporphyrinogen IX biosynthetic process
O34162,heme biosynthetic process
O34162,nitrogen compound metabolic process
O34162,biological_process
O34162,metabolic process
O34162,biosynthetic process
O34162,cellular process
O34162,oxidoreductase activity
O34162,"oxidoreductase activity, acting on the CH-CH group of donors"
O34162,heterocycle biosynthetic process
O34162,aromatic compound biosynthetic process
O34162,tetrapyrrole metabolic process
O34162,tetrapyrrole biosynthetic process
O34162,cellular nitrogen compound metabolic process
O34162,heme metabolic process
O34162,pigment metabolic process
O34162,cellular metabolic process
O34162,cellular biosynthetic process
O34162,cellular nitrogen compound biosynthetic process
O34162,pigment biosynthetic process
O34162,heterocycle metabolic process
O34162,protoporphyrinogen IX metabolic process
O34162,coproporphyrinogen dehydrogenase activity
O34162,organic substance metabolic process
O34162,organic cyclic compound metabolic process
O34162,organic cyclic compound biosynthetic process
O34162,organonitrogen compound metabolic process
O34162,organonitrogen compound biosynthetic process
O34162,organic substance biosynthetic process
A6VCX3,molecular_function
A6VCX3,catalytic activity
A6VCX3,transferase activity
A6VCX3,acyltransferase activity
A6VCX3,"acyltransferase activity, transferring groups other than amino-acyl groups"
A0A445AGS0,cellular_component
A0A445AGS0,intracellular anatomical structure
A0A445AGS0,nucleus
A0A445AGS0,cytoplasm
A0A445AGS0,response to stress
A0A445AGS0,defense response
A0A445AGS0,biological_process
A0A445AGS0,response to external stimulus
A0A445AGS0,response to biotic stimulus
A0A445AGS0,response to virus
A0A445AGS0,response to external biotic stimulus
A0A445AGS0,organelle
A0A445AGS0,membrane-bounded organelle
A0A445AGS0,intracellular organelle
A0A445AGS0,intracellular membrane-bounded organelle
A0A445AGS0,biological process involved in interspecies interaction between organisms
A0A445AGS0,response to stimulus
A0A445AGS0,defense response to virus
A0A445AGS0,response to other organism
A0A445AGS0,defense response to other organism
A0A445AGS0,cellular anatomical entity
A0A445AGS0,defense response to symbiont
Q52878,molecular_function
Q52878,binding
Q52878,protein binding
P50477,molecular_function
P50477,binding
P50477,protein binding
P50477,cellular_component
P50477,protein-containing complex
P50477,identical protein binding
P50477,nutrient reservoir activity
P14894,molecular_function
P14894,binding
P14894,regulation of DNA-templated transcription
P14894,regulation of mitotic nuclear division
P14894,regulation of mitotic cell cycle
P14894,biological_process
P14894,regulation of biosynthetic process
P14894,negative regulation of biosynthetic process
P14894,negative regulation of metabolic process
P14894,regulation of gene expression
P14894,regulation of macromolecule biosynthetic process
P14894,negative regulation of macromolecule biosynthetic process
P14894,regulation of cell cycle process
P14894,negative regulation of macromolecule metabolic process
P14894,positive regulation of organelle organization
P14894,regulation of nucleobase-containing compound metabolic process
P14894,regulation of metabolic process
P14894,carbohydrate binding
P14894,regulation of cellular metabolic process
P14894,negative regulation of cellular metabolic process
P14894,regulation of cellular biosynthetic process
P14894,negative regulation of cellular biosynthetic process
P14894,regulation of organelle organization
P14894,small molecule binding
P14894,positive regulation of cell cycle
P14894,positive regulation of mitotic nuclear division
P14894,negative regulation of DNA-templated transcription
P14894,negative regulation of nucleobase-containing compound metabolic process
P14894,monosaccharide binding
P14894,positive regulation of biological process
P14894,negative regulation of biological process
P14894,positive regulation of cellular process
P14894,negative regulation of cellular process
P14894,regulation of biological process
P14894,regulation of cellular process
P14894,regulation of cellular component organization
P14894,positive regulation of cellular component organization
P14894,regulation of nitrogen compound metabolic process
P14894,negative regulation of nitrogen compound metabolic process
P14894,regulation of RNA metabolic process
P14894,negative regulation of RNA metabolic process
P14894,regulation of cell cycle
P14894,regulation of nuclear division
P14894,positive regulation of nuclear division
P14894,regulation of macromolecule metabolic process
P14894,biological regulation
P14894,regulation of primary metabolic process
P14894,positive regulation of cell cycle process
P14894,negative regulation of RNA biosynthetic process
P14894,regulation of nucleic acid-templated transcription
P14894,negative regulation of nucleic acid-templated transcription
P14894,regulation of RNA biosynthetic process
Q7XZK5,molecular_function
Q7XZK5,catalytic activity
Q7XZK5,protein kinase activity
Q7XZK5,cellular_component
Q7XZK5,plasma membrane
Q7XZK5,calcium-dependent protein kinase activity
Q7XZK5,membrane
Q7XZK5,kinase activity
Q7XZK5,transferase activity
Q7XZK5,"transferase activity, transferring phosphorus-containing groups"
Q7XZK5,"phosphotransferase activity, alcohol group as acceptor"
Q7XZK5,cell periphery
Q7XZK5,cellular anatomical entity
Q7XZK5,"catalytic activity, acting on a protein"
Q67020,molecular_function
Q67020,binding
Q67020,protein binding
Q2VL32,biological_process
Q2VL32,localization
Q9RN61,molecular_function
Q9RN61,binding
Q9RN61,protein binding
Q9RN61,identical protein binding
G7TAD9,magnesium ion binding
G7TAD9,molecular_function
G7TAD9,catalytic activity
G7TAD9,binding
G7TAD9,carbohydrate metabolic process
G7TAD9,biological_process
G7TAD9,metabolic process
G7TAD9,mannonate dehydratase activity
G7TAD9,catabolic process
G7TAD9,carbohydrate catabolic process
G7TAD9,lyase activity
G7TAD9,carbon-oxygen lyase activity
G7TAD9,hydro-lyase activity
G7TAD9,ion binding
G7TAD9,cation binding
G7TAD9,primary metabolic process
G7TAD9,metal ion binding
G7TAD9,organic substance metabolic process
G7TAD9,organic substance catabolic process
C0HLV0,molecular_function
C0HLV0,catalytic activity
C0HLV0,"hydrolase activity, hydrolyzing O-glycosyl compounds"
C0HLV0,cellulase activity
C0HLV0,hydrolase activity
C0HLV0,"hydrolase activity, acting on glycosyl bonds"
P08902,molecular_function
P08902,binding
P08902,protein binding
P08902,carbohydrate binding
P08902,identical protein binding
A1RVM8,nucleotide binding
A1RVM8,molecular_function
A1RVM8,catalytic activity
A1RVM8,binding
A1RVM8,cellular_component
A1RVM8,plasma membrane
A1RVM8,membrane
A1RVM8,oxidoreductase activity
A1RVM8,"oxidoreductase activity, acting on the CH-NH group of donors"
A1RVM8,extrinsic component of plasma membrane
A1RVM8,extrinsic component of membrane
A1RVM8,small molecule binding
A1RVM8,ion binding
A1RVM8,anion binding
A1RVM8,flavin adenine dinucleotide binding
A1RVM8,cell periphery
A1RVM8,organic cyclic compound binding
A1RVM8,cellular anatomical entity
A1RVM8,nucleoside phosphate binding
A1RVM8,heterocyclic compound binding
Q1ID47,molecular_function
Q1ID47,catalytic activity
Q1ID47,proteolysis
Q1ID47,nitrogen compound metabolic process
Q1ID47,biological_process
Q1ID47,metabolic process
Q1ID47,peptidase activity
Q1ID47,gene expression
Q1ID47,protein processing
Q1ID47,hydrolase activity
Q1ID47,protein metabolic process
Q1ID47,zymogen activation
Q1ID47,macromolecule metabolic process
Q1ID47,primary metabolic process
Q1ID47,protein maturation
Q1ID47,organic substance metabolic process
Q1ID47,"catalytic activity, acting on a protein"
Q1ID47,organonitrogen compound metabolic process
I1MGE5,molecular_function
I1MGE5,binding
I1MGE5,protein binding
